ws_id;awy;carbon;ed;shdi;forest_cover;anthropic_press;ndwi;lst;precip;area
110;756710.0812;13132831;35.8050847457627;0.847477802431516;22.0127118644068;77.5;0.0369164943695068;29.7653217315674;1041.37121582031;4858.12581710731
77;767896.6703;9860686;35.6189183073093;0.627961820081333;20.162932790224;79.520253451007;0.0320631302893162;29.8632965087891;1056.51538085938;4246.06261199366
69;874866.2024;12624613;24.5603751465416;0.867621661192052;39.4490035169988;60.0039077764752;0.0317408256232738;29.888744354248;1043.03674316406;4897.38002445671
66;906685.2192;1865329.5;39.1569945021381;0.984082482653197;6.41417226634087;91.8142944410507;0.0296653471887112;29.9188270568848;1057.76940917969;1529.51649686995
98;916028.4166;13701996;47.9260861018282;1.20782647045525;57.9319834873206;34.794574405347;0.0350174084305763;29.8164005279541;1031.63452148438;5343.79994041246
52;936116.0044;12583365;58.21693395413;1.25502205142782;77.4098982583204;7.22538368684256;0.0290726330131292;29.9621849060059;1041.73315429688;5718.46954895248
111;949757.4915;13814688;42.6745860331174;1.16421921164397;52.3038156947444;43.6645068394528;0.0366273671388626;29.7758827209473;1032.091796875;5327.13234915179
115;1045220.023;16588812;45.181647620672;1.21477274055136;35.357325601228;64.6085621695378;0.0371377840638161;29.7582416534424;1047.439453125;6184.3313803789
50;1101075.09;3704267.75;40.4891304347826;1.14621128423147;15.9986413043478;80.1970108695652;0.0288303270936012;29.9380779266357;1058.62390136719;2781.47273393859
75;1114306.001;22292422;16.8683027998617;0.351021520355608;8.08848945731075;91.6925913123632;0.0319102071225643;29.8519096374512;1063.66796875;8626.32410939241
79;1272588.273;17511544;35.3885495098736;1.02611801879644;45.8445801960506;48.4301747407302;0.0327213928103447;29.8717708587646;1036.11413574219;6945.48101655136
55;1881651.004;3652185.75;34.1004862236629;1.00781932989782;7.03403565640195;90.0810372771475;0.0300756637006998;29.906623840332;1059.08752441406;2924.37625292664
38;1900656.577;10030758;39.1449097599439;0.976312308253606;13.5622919222008;83.4063430874365;0.0283810403198004;29.9349956512451;1066.23327636719;5496.02274978536
